ศก.	NN	B	B_CLS
ช่วง	NN	O	I_CLS
_	PU	O	I_CLS
5	NU	B_MEA	I_CLS
_	PU	I_MEA	I_CLS
เดือน	CL	E_MEA	I_CLS
แรก	NU	O	I_CLS
ปี	NN	O	I_CLS
นี้	AJ	O	I_CLS
_	PU	O	I_CLS
มี	VV	O	I_CLS
มูลค่า	NN	O	I_CLS
ถึง	PS	O	I_CLS
_	PU	O	I_CLS
2,430.87	NU	B_MEA	I_CLS
_	PU	I_MEA	I_CLS
ล้าน	NU	I_MEA	I_CLS
บาท	CL	E_MEA	I_CLS
_	PU	O	I_CLS
เติบโต	VV	O	I_CLS
เพิ่ม	VV	O	I_CLS
_	PU	O	I_CLS
54.67	NU	B_MEA	I_CLS
%	PU	E_MEA	I_CLS
_	PU	O	I_CLS
จาก	PS	O	I_CLS
ช่วง	NN	O	I_CLS
เดียว	NU	O	I_CLS
กัน	PR	O	I_CLS
ปี	NN	O	I_CLS
ก่อน	AJ	O	E_CLS
_	PU	O	O
หรือ	CC	O	B_CLS
ประเทศ	NN	B_ORG	I_CLS
ออสเตรเลีย	NN	E_ORG	I_CLS
_	PU	O	I_CLS
ใน	PS	O	I_CLS
กลุ่ม	NN	O	I_CLS
เครื่อง	NN	O	I_CLS
ประดับ	VV	O	I_CLS
เงิน	NN	O	I_CLS
_	PU	O	I_CLS
ช่วง	NN	O	I_CLS
เดียว	NU	O	I_CLS
กัน	PR	O	I_CLS
มี	VV	O	I_CLS
มูลค่า	NN	O	I_CLS
_	PU	O	I_CLS
933.63	NU	B_MEA	I_CLS
_	PU	I_MEA	I_CLS
ล้าน	NU	I_MEA	I_CLS
บาท	CL	E_MEA	I_CLS
_	PU	O	I_CLS
เพิ่ม	VV	O	I_CLS
_	PU	O	I_CLS
56.43	NU	B_MEA	I_CLS
%	PU	E_MEA	I_CLS
_	PU	O	I_CLS
จาก	PS	O	I_CLS
ช่วง	NN	O	I_CLS
เดียว	NU	O	I_CLS
กัน	PR	O	I_CLS
ปี	NN	O	I_CLS
ก่อน	AJ	O	E_CLS
_	PU	O	O
และ	CC	O	B_CLS
คาด	VV	O	E_CLS
ว่า	CC	O	B_CLS
ต้น	NU	O	I_CLS
ปี	NN	O	I_CLS
หน้า	NU	O	I_CLS
สภาพ	NN	O	I_CLS
การ	FX	O	I_CLS
ส่ง	VV	O	I_CLS
ออก	AV	O	I_CLS
น่า	AX	O	I_CLS
จะ	AX	O	I_CLS
กระเตื้อง	VV	O	I_CLS
ขึ้น	AV	O	E_CLS

นาง	NN	B_TTL	B_CLS
วิลาวัลย์	NN	B_PER	I_CLS
กล่าว	VV	O	I_CLS
ด้วย	AV	O	I_CLS
ว่า	CC	O	E_CLS
_	PU	O	O
สถาบัน	NN	O	B_CLS
ได้	AX	O	I_CLS
ย้าย	VV	O	I_CLS
ที่	NN	O	I_CLS
ทำการ	VV	O	I_CLS
จาก	PS	O	I_CLS
เดิม	AV	O	I_CLS
ที่	PS	O	I_CLS
คณะ	NN	B_ORG	I_CLS
วิทยาศาสตร์	NN	E_ORG	I_CLS
_	PU	O	I_CLS
จุฬาลงกรณ์	NN	B_LOC	I_CLS
มหาวิทยาลัย	NN	E_LOC	E_CLS
_	PU	O	O
ซึ่ง	CC	O	B_CLS
มี	VV	O	I_CLS
ขนาด	NN	O	I_CLS
พื้นที่	NN	O	I_CLS
เพียง	AJ	O	I_CLS
_	PU	O	I_CLS
1,200	NU	B_MEA	I_CLS
_	PU	I_MEA	I_CLS
ตาราง	CL	I_MEA	I_CLS
เมตร	CL	E_MEA	I_CLS
_	PU	O	I_CLS
ไป	VV	O	I_CLS
ยัง	PS	O	I_CLS
อาคาร	NN	B_LOC	I_CLS
ไอ	NN	I_LOC	I_CLS
_	PU	I_LOC	I_CLS
ที	NN	I_LOC	I_CLS
_	PU	I_LOC	I_CLS
เอฟ	NN	I_LOC	I_CLS
_	PU	I_LOC	I_CLS
ทาวเวอร์	NN	E_LOC	I_CLS
_	PU	O	I_CLS
ถนน	NN	B_LOC	I_CLS
สีลม	NN	E_LOC	I_CLS
_	PU	O	I_CLS
ด้วย	PS	O	I_CLS
การ	FX	O	I_CLS
เช่าซื้อ	VV	O	I_CLS
พื้นที่	NN	O	I_CLS
ขนาด	NN	O	I_CLS
_	PU	O	I_CLS
2,678	NU	B_MEA	I_CLS
_	PU	I_MEA	I_CLS
ตาราง	CL	I_MEA	I_CLS
เมตร	CL	E_MEA	I_CLS
_	PU	O	I_CLS
กับ	PS	O	I_CLS
บรรษัท	NN	B_ORG	I_CLS
บริหาร	VV	I_ORG	I_CLS
สินทรัพย์	NN	I_ORG	I_CLS
ไทย	NN	E_ORG	I_CLS
_	PU	O	I_CLS
(	PU	O	I_CLS
บสท.	NN	B_ORG	I_CLS
)	PU	O	I_CLS
_	PU	O	I_CLS
เป็น	VV	O	I_CLS
สำนักงาน	NN	O	E_CLS
และ	CC	O	B_CLS
ศูนย์	NN	O	I_CLS
การ	FX	O	I_CLS
ศึกษา	VV	O	E_CLS
และ	CC	O	B_CLS
วิเคราะห์	VV	O	I_CLS
ด้าน	PS	O	I_CLS
อัญมณี	NN	O	I_CLS
_	PU	O	I_CLS
ด้วย	PS	O	I_CLS
งบประมาณ	NN	O	I_CLS
กว่า	AJ	O	I_CLS
_	PU	O	I_CLS
150	NU	B_MEA	I_CLS
_	PU	I_MEA	I_CLS
ล้าน	NU	I_MEA	I_CLS
บาท	CL	E_MEA	E_CLS

คาด	VV	O	E_CLS
ว่า	CC	O	B_CLS
จะ	AX	O	I_CLS
ช่วย	VV	O	I_CLS
ให้การ	VV	O	I_CLS
บริการ	VV	O	I_CLS
ธุรกิจ	NN	O	I_CLS
อุตสาหกรรม	NN	O	I_CLS
อัญมณี	NN	O	I_CLS
มี	VV	O	I_CLS
ประสิทธิภาพ	NN	O	I_CLS
ขึ้น	VV	O	E_CLS
_	PU	O	O
เพราะ	CC	O	B_CLS
เป็น	VV	O	I_CLS
พื้นที่	NN	O	I_CLS
รวม	VV	O	I_CLS
การค้า	NN	O	I_CLS
อัญมณี	NN	O	E_CLS
และ	CC	O	B_CLS
เครื่อง	NN	O	I_CLS
ประดับ	VV	O	E_CLS

นอกจาก	PS	O	B_CLS
นี้	AJ	O	I_CLS
_	PU	O	I_CLS
สำนักงาน	NN	O	I_CLS
จะ	AX	O	I_CLS
ขยาย	VV	O	I_CLS
งาน	NN	O	I_CLS
ด้าน	NN	O	I_CLS
ต่าง	AJ	O	I_CLS
ๆ	PU	O	I_CLS
_	PU	O	I_CLS
มาก	VV	O	I_CLS
ขึ้น	AV	O	I_CLS
_	PU	O	I_CLS
ด้วย	NN	O	I_CLS
เทคโนโลยี	NN	O	I_CLS
ระดับ	NN	O	I_CLS
สูง	VV	O	E_CLS
และ	CC	O	B_CLS
บุคลากร	NN	O	I_CLS
ผู้	FX	O	I_CLS
เชี่ยวชาญ	VV	O	I_CLS
_	PU	O	I_CLS
ทัดเทียม	VV	O	I_CLS
กับ	PS	O	I_CLS
ห้อง	NN	O	I_CLS
ปฏิบัติ	VV	O	I_CLS
การ	FX	O	I_CLS
นานา	AJ	O	I_CLS
ชาติ	NN	O	I_CLS
_	PU	O	I_CLS
มี	VV	O	I_CLS
พิพิธภัณฑ์	NN	O	I_CLS
จัด	VV	O	I_CLS
แสดง	VV	O	I_CLS
ด้าน	NN	O	I_CLS
อัญมณี	NN	O	E_CLS
และ	CC	O	B_CLS
เครื่อง	NN	O	I_CLS
ประดับ	VV	O	I_CLS
ครบ	VV	O	I_CLS
วงจร	NN	O	I_CLS
_	PU	O	I_CLS
เป็นต้น	AV	O	E_CLS

